CORE_COUNT,SORT_VARIANT,DATASET_SIZE,AVG_RUNTIME_S
1,Sequential std::sort,250000,29.29384
1,Sequential std::sort,4000000,535.1068
1,Parallel std::sort,250000,29.29572
2,Parallel std::sort,250000,15.959499999999997
3,Parallel std::sort,250000,10.72894
4,Parallel std::sort,250000,7.886901999999999
5,Parallel std::sort,250000,6.876624
6,Parallel std::sort,250000,5.536604
7,Parallel std::sort,250000,4.775457999999999
8,Parallel std::sort,250000,4.150978
9,Parallel std::sort,250000,4.036342
10,Parallel std::sort,250000,3.409178
12,Parallel std::sort,250000,2.929278
16,Parallel std::sort,250000,2.216834
20,Parallel std::sort,250000,1.797784
24,Parallel std::sort,250000,1.5317000000000003
28,Parallel std::sort,250000,1.3277700000000001
32,Parallel std::sort,250000,1.1410360000000002
36,Parallel std::sort,250000,1.0510000000000002
40,Parallel std::sort,250000,0.9438831999999999
44,Parallel std::sort,250000,0.8758332
48,Parallel std::sort,250000,0.805413
52,Parallel std::sort,250000,0.7606717999999999
56,Parallel std::sort,250000,0.7135758
60,Parallel std::sort,250000,0.6645367999999999
64,Parallel std::sort,250000,0.6297146
68,Parallel std::sort,250000,0.7742718
72,Parallel std::sort,250000,0.7478735999999999
76,Parallel std::sort,250000,0.7180834
80,Parallel std::sort,250000,0.6994727999999999
84,Parallel std::sort,250000,0.6591908
88,Parallel std::sort,250000,0.6411545999999999
92,Parallel std::sort,250000,0.6138774
96,Parallel std::sort,250000,0.597031
100,Parallel std::sort,250000,0.585715
104,Parallel std::sort,250000,0.5583244
108,Parallel std::sort,250000,0.5560394000000001
112,Parallel std::sort,250000,0.5376204
116,Parallel std::sort,250000,0.5240014000000001
120,Parallel std::sort,250000,0.4907176
124,Parallel std::sort,250000,0.47517060000000005
128,Parallel std::sort,250000,0.45865139999999993
1,Parallel std::sort,4000000,533.4766000000001
2,Parallel std::sort,4000000,285.73879999999997
3,Parallel std::sort,4000000,189.6968
4,Parallel std::sort,4000000,141.6932
5,Parallel std::sort,4000000,117.4902
6,Parallel std::sort,4000000,98.56066000000001
7,Parallel std::sort,4000000,85.2261
8,Parallel std::sort,4000000,73.57571999999999
9,Parallel std::sort,4000000,66.67056
10,Parallel std::sort,4000000,59.54880000000001
12,Parallel std::sort,4000000,50.9142
16,Parallel std::sort,4000000,37.96952
20,Parallel std::sort,4000000,30.81194
24,Parallel std::sort,4000000,26.464940000000002
28,Parallel std::sort,4000000,22.7001
32,Parallel std::sort,4000000,19.650799999999997
36,Parallel std::sort,4000000,17.78548
40,Parallel std::sort,4000000,16.330840000000002
44,Parallel std::sort,4000000,15.005080000000001
48,Parallel std::sort,4000000,13.76654
52,Parallel std::sort,4000000,12.919659999999999
56,Parallel std::sort,4000000,12.10186
60,Parallel std::sort,4000000,11.55606
64,Parallel std::sort,4000000,10.705639999999999
68,Parallel std::sort,4000000,12.33912
72,Parallel std::sort,4000000,11.916660000000002
76,Parallel std::sort,4000000,11.35342
80,Parallel std::sort,4000000,10.96646
84,Parallel std::sort,4000000,10.56412
88,Parallel std::sort,4000000,10.342179999999999
92,Parallel std::sort,4000000,9.93058
96,Parallel std::sort,4000000,9.579142000000001
100,Parallel std::sort,4000000,9.323382
104,Parallel std::sort,4000000,9.207014000000001
108,Parallel std::sort,4000000,8.856518
112,Parallel std::sort,4000000,8.490846000000001
116,Parallel std::sort,4000000,8.290794000000002
120,Parallel std::sort,4000000,8.188444
124,Parallel std::sort,4000000,7.823246
128,Parallel std::sort,4000000,7.643468
