MEASUREMENT,DATASET_SIZE,PERF_METRIC,JOULES,RUNTIME_S,CORE_COUNT,SORT_VARIANT
Data Generation,250000.0,power/energy-pkg/,235.79,3.0664658546447754,,
Idling,,power/energy-pkg/,427.45,10.934783935546875,,
Data Generation,250000.0,power/energy-pkg/,234.63,3.0631892681121826,,
Idling,,power/energy-pkg/,429.22,10.93468689918518,,
Data Generation,250000.0,power/energy-pkg/,234.22,3.0567119121551514,,
Idling,,power/energy-pkg/,439.58,10.939791202545166,,
Data Generation,250000.0,power/energy-pkg/,233.77,3.0500009059906006,,
Idling,,power/energy-pkg/,424.45,10.929673671722412,,
Data Generation,250000.0,power/energy-pkg/,234.13,3.058513641357422,,
Idling,,power/energy-pkg/,435.65,10.932270050048828,,
Sorting,250000.0,power/energy-pkg/,2668.85,25.456756353378296,1.0,Sequential std::sort
Sorting,250000.0,power/energy-pkg/,2672.32,25.43715476989746,1.0,Sequential std::sort
Sorting,250000.0,power/energy-pkg/,2680.98,25.432136058807373,1.0,Sequential std::sort
Sorting,250000.0,power/energy-pkg/,2678.29,25.43958067893982,1.0,Sequential std::sort
Sorting,250000.0,power/energy-pkg/,2686.44,25.464094638824463,1.0,Sequential std::sort
Data Generation,4000000.0,power/energy-pkg/,3844.56,35.46859169006348,,
Idling,,power/energy-pkg/,464.03,10.937519311904907,,
Data Generation,4000000.0,power/energy-pkg/,3844.00,35.50684428215027,,
Idling,,power/energy-pkg/,450.99,10.929909229278564,,
Data Generation,4000000.0,power/energy-pkg/,3834.76,35.4779851436615,,
Idling,,power/energy-pkg/,451.85,10.93638825416565,,
Data Generation,4000000.0,power/energy-pkg/,3838.41,35.472399950027466,,
Idling,,power/energy-pkg/,437.23,10.93928599357605,,
Data Generation,4000000.0,power/energy-pkg/,3843.22,35.468353271484375,,
Idling,,power/energy-pkg/,438.11,10.929476499557495,,
Sorting,4000000.0,power/energy-pkg/,45012.10,411.4597442150116,1.0,Sequential std::sort
Sorting,4000000.0,power/energy-pkg/,45239.10,413.2220392227173,1.0,Sequential std::sort
Sorting,4000000.0,power/energy-pkg/,44894.26,410.0165150165558,1.0,Sequential std::sort
Sorting,4000000.0,power/energy-pkg/,45025.88,411.7251398563385,1.0,Sequential std::sort
Sorting,4000000.0,power/energy-pkg/,45080.96,413.0370759963989,1.0,Sequential std::sort
Data Generation,250000.0,power/energy-pkg/,237.05,3.0600106716156006,,
Idling,,power/energy-pkg/,434.48,10.927621126174927,,
Data Generation,250000.0,power/energy-pkg/,234.83,3.063439130783081,,
Idling,,power/energy-pkg/,437.10,10.953423023223877,,
Data Generation,250000.0,power/energy-pkg/,235.28,3.062159538269043,,
Idling,,power/energy-pkg/,440.34,10.929908037185669,,
Data Generation,250000.0,power/energy-pkg/,234.06,3.0592329502105713,,
Idling,,power/energy-pkg/,424.34,10.929957151412964,,
Data Generation,250000.0,power/energy-pkg/,233.98,3.052985191345215,,
Idling,,power/energy-pkg/,433.56,10.93627643585205,,
Sorting,250000.0,power/energy-pkg/,2668.73,25.4579975605011,1.0,Parallel std::sort
Sorting,250000.0,power/energy-pkg/,2677.21,25.471760034561157,1.0,Parallel std::sort
Sorting,250000.0,power/energy-pkg/,2676.55,25.45832872390747,1.0,Parallel std::sort
Sorting,250000.0,power/energy-pkg/,2679.95,25.46089768409729,1.0,Parallel std::sort
Sorting,250000.0,power/energy-pkg/,2677.96,25.444782495498657,1.0,Parallel std::sort
Sorting,250000.0,power/energy-pkg/,1752.35,15.698612689971924,2.0,Parallel std::sort
Sorting,250000.0,power/energy-pkg/,1748.39,15.706351041793823,2.0,Parallel std::sort
Sorting,250000.0,power/energy-pkg/,1750.22,15.707659721374512,2.0,Parallel std::sort
Sorting,250000.0,power/energy-pkg/,1762.04,15.698872566223145,2.0,Parallel std::sort
Sorting,250000.0,power/energy-pkg/,1754.70,15.702293157577515,2.0,Parallel std::sort
Sorting,250000.0,power/energy-pkg/,1326.80,11.711960554122925,3.0,Parallel std::sort
Sorting,250000.0,power/energy-pkg/,1336.38,11.815792560577393,3.0,Parallel std::sort
Sorting,250000.0,power/energy-pkg/,1327.20,11.696774005889893,3.0,Parallel std::sort
Sorting,250000.0,power/energy-pkg/,1330.27,11.711329460144043,3.0,Parallel std::sort
Sorting,250000.0,power/energy-pkg/,1330.07,11.70302438735962,3.0,Parallel std::sort
Sorting,250000.0,power/energy-pkg/,1102.83,9.586276531219482,4.0,Parallel std::sort
Sorting,250000.0,power/energy-pkg/,1100.81,9.59010624885559,4.0,Parallel std::sort
Sorting,250000.0,power/energy-pkg/,1101.19,9.583516597747803,4.0,Parallel std::sort
Sorting,250000.0,power/energy-pkg/,1101.53,9.579861164093018,4.0,Parallel std::sort
Sorting,250000.0,power/energy-pkg/,1107.79,9.627810716629028,4.0,Parallel std::sort
Sorting,250000.0,power/energy-pkg/,998.12,8.577062368392944,5.0,Parallel std::sort
Sorting,250000.0,power/energy-pkg/,1000.04,8.540409326553345,5.0,Parallel std::sort
Sorting,250000.0,power/energy-pkg/,996.54,8.54626727104187,5.0,Parallel std::sort
Sorting,250000.0,power/energy-pkg/,996.82,8.534464597702026,5.0,Parallel std::sort
Sorting,250000.0,power/energy-pkg/,998.01,8.542564630508423,5.0,Parallel std::sort
Sorting,250000.0,power/energy-pkg/,909.06,7.649139881134033,6.0,Parallel std::sort
Sorting,250000.0,power/energy-pkg/,909.50,7.664996147155762,6.0,Parallel std::sort
Sorting,250000.0,power/energy-pkg/,909.89,7.670964002609253,6.0,Parallel std::sort
Sorting,250000.0,power/energy-pkg/,908.64,7.656996965408325,6.0,Parallel std::sort
Sorting,250000.0,power/energy-pkg/,911.71,7.668698310852051,6.0,Parallel std::sort
Sorting,250000.0,power/energy-pkg/,852.74,7.082413196563721,7.0,Parallel std::sort
Sorting,250000.0,power/energy-pkg/,850.87,7.067087411880493,7.0,Parallel std::sort
Sorting,250000.0,power/energy-pkg/,852.35,7.077383995056152,7.0,Parallel std::sort
Sorting,250000.0,power/energy-pkg/,851.73,7.072362661361694,7.0,Parallel std::sort
Sorting,250000.0,power/energy-pkg/,853.62,7.072209596633911,7.0,Parallel std::sort
Sorting,250000.0,power/energy-pkg/,794.85,6.546875238418579,8.0,Parallel std::sort
Sorting,250000.0,power/energy-pkg/,795.32,6.539400100708008,8.0,Parallel std::sort
Sorting,250000.0,power/energy-pkg/,794.98,6.535452365875244,8.0,Parallel std::sort
Sorting,250000.0,power/energy-pkg/,797.39,6.535160064697266,8.0,Parallel std::sort
Sorting,250000.0,power/energy-pkg/,796.31,6.537376403808594,8.0,Parallel std::sort
Sorting,250000.0,power/energy-pkg/,757.13,6.170149564743042,9.0,Parallel std::sort
Sorting,250000.0,power/energy-pkg/,765.40,6.205606698989868,9.0,Parallel std::sort
Sorting,250000.0,power/energy-pkg/,757.28,6.15844464302063,9.0,Parallel std::sort
Sorting,250000.0,power/energy-pkg/,756.03,6.157613515853882,9.0,Parallel std::sort
Sorting,250000.0,power/energy-pkg/,756.88,6.168229341506958,9.0,Parallel std::sort
Sorting,250000.0,power/energy-pkg/,726.98,5.86942720413208,10.0,Parallel std::sort
Sorting,250000.0,power/energy-pkg/,724.97,5.855881214141846,10.0,Parallel std::sort
Sorting,250000.0,power/energy-pkg/,725.75,5.851914167404175,10.0,Parallel std::sort
Sorting,250000.0,power/energy-pkg/,727.85,5.864803791046143,10.0,Parallel std::sort
Sorting,250000.0,power/energy-pkg/,725.80,5.847684621810913,10.0,Parallel std::sort
Sorting,250000.0,power/energy-pkg/,686.67,5.484494209289551,12.0,Parallel std::sort
