MEASUREMENT,DATASET_SIZE,PERF_METRIC,JOULES,RUNTIME_S,CORE_COUNT,SORT_VARIANT
Sorting,250000.0,power/energy-pkg/,1436.08,6.032567977905273,24.0,Parallel std::sort
Sorting,250000.0,power/energy-ram/,392.66,6.032567977905273,24.0,Parallel std::sort
Sorting,250000.0,power/energy-pkg/,1394.08,5.852941274642944,28.0,Parallel std::sort
Sorting,250000.0,power/energy-ram/,381.42,5.852941274642944,28.0,Parallel std::sort
Sorting,250000.0,power/energy-pkg/,1399.12,5.839136838912964,28.0,Parallel std::sort
Sorting,250000.0,power/energy-ram/,380.50,5.839136838912964,28.0,Parallel std::sort
Sorting,250000.0,power/energy-pkg/,1399.37,5.8354692459106445,28.0,Parallel std::sort
Sorting,250000.0,power/energy-ram/,380.75,5.8354692459106445,28.0,Parallel std::sort
Sorting,250000.0,power/energy-pkg/,1401.57,5.846955060958862,28.0,Parallel std::sort
Sorting,250000.0,power/energy-ram/,381.93,5.846955060958862,28.0,Parallel std::sort
Sorting,250000.0,power/energy-pkg/,1394.02,5.822768926620483,28.0,Parallel std::sort
Sorting,250000.0,power/energy-ram/,380.17,5.822768926620483,28.0,Parallel std::sort
Sorting,250000.0,power/energy-pkg/,1386.94,5.737029552459717,32.0,Parallel std::sort
Sorting,250000.0,power/energy-ram/,385.14,5.737029552459717,32.0,Parallel std::sort
Sorting,250000.0,power/energy-pkg/,1406.10,5.778413772583008,32.0,Parallel std::sort
Sorting,250000.0,power/energy-ram/,388.87,5.778413772583008,32.0,Parallel std::sort
Sorting,250000.0,power/energy-pkg/,1426.52,5.856059789657593,32.0,Parallel std::sort
Sorting,250000.0,power/energy-ram/,394.07,5.856059789657593,32.0,Parallel std::sort
Sorting,250000.0,power/energy-pkg/,1405.06,5.768771171569824,32.0,Parallel std::sort
Sorting,250000.0,power/energy-ram/,387.49,5.768771171569824,32.0,Parallel std::sort
Sorting,250000.0,power/energy-pkg/,1416.62,5.801129341125488,32.0,Parallel std::sort
Sorting,250000.0,power/energy-ram/,389.29,5.801129341125488,32.0,Parallel std::sort
Sorting,250000.0,power/energy-pkg/,1386.58,5.672994613647461,36.0,Parallel std::sort
Sorting,250000.0,power/energy-ram/,381.05,5.672994613647461,36.0,Parallel std::sort
Sorting,250000.0,power/energy-pkg/,1406.82,5.708186388015747,36.0,Parallel std::sort
Sorting,250000.0,power/energy-ram/,383.82,5.708186388015747,36.0,Parallel std::sort
Sorting,250000.0,power/energy-pkg/,1384.88,5.630366802215576,36.0,Parallel std::sort
Sorting,250000.0,power/energy-ram/,378.91,5.630366802215576,36.0,Parallel std::sort
Sorting,250000.0,power/energy-pkg/,1397.11,5.6677751541137695,36.0,Parallel std::sort
Sorting,250000.0,power/energy-ram/,381.52,5.6677751541137695,36.0,Parallel std::sort
Sorting,250000.0,power/energy-pkg/,1409.24,5.711693525314331,36.0,Parallel std::sort
Sorting,250000.0,power/energy-ram/,384.90,5.711693525314331,36.0,Parallel std::sort
Sorting,250000.0,power/energy-pkg/,1376.94,5.578033685684204,40.0,Parallel std::sort
Sorting,250000.0,power/energy-ram/,375.00,5.578033685684204,40.0,Parallel std::sort
Sorting,250000.0,power/energy-pkg/,1387.62,5.5824525356292725,40.0,Parallel std::sort
Sorting,250000.0,power/energy-ram/,376.02,5.5824525356292725,40.0,Parallel std::sort
Sorting,250000.0,power/energy-pkg/,1393.04,5.611085414886475,40.0,Parallel std::sort
Sorting,250000.0,power/energy-ram/,378.12,5.611085414886475,40.0,Parallel std::sort
Sorting,250000.0,power/energy-pkg/,1399.02,5.62190055847168,40.0,Parallel std::sort
Sorting,250000.0,power/energy-ram/,379.12,5.62190055847168,40.0,Parallel std::sort
Sorting,250000.0,power/energy-pkg/,1398.74,5.620252370834351,40.0,Parallel std::sort
Sorting,250000.0,power/energy-ram/,379.26,5.620252370834351,40.0,Parallel std::sort
Sorting,250000.0,power/energy-pkg/,1402.99,5.610799789428711,44.0,Parallel std::sort
Sorting,250000.0,power/energy-ram/,378.96,5.610799789428711,44.0,Parallel std::sort
Sorting,250000.0,power/energy-pkg/,1401.21,5.57453989982605,44.0,Parallel std::sort
Sorting,250000.0,power/energy-ram/,376.45,5.57453989982605,44.0,Parallel std::sort
Sorting,250000.0,power/energy-pkg/,1396.03,5.5504066944122314,44.0,Parallel std::sort
Sorting,250000.0,power/energy-ram/,375.07,5.5504066944122314,44.0,Parallel std::sort
Sorting,250000.0,power/energy-pkg/,1394.11,5.566619396209717,44.0,Parallel std::sort
Sorting,250000.0,power/energy-ram/,375.58,5.566619396209717,44.0,Parallel std::sort
Sorting,250000.0,power/energy-pkg/,1412.42,5.6092729568481445,44.0,Parallel std::sort
Sorting,250000.0,power/energy-ram/,381.40,5.6092729568481445,44.0,Parallel std::sort
Sorting,250000.0,power/energy-pkg/,1388.28,5.556776762008667,48.0,Parallel std::sort
Sorting,250000.0,power/energy-ram/,375.59,5.556776762008667,48.0,Parallel std::sort
Sorting,250000.0,power/energy-pkg/,1420.97,5.608936309814453,48.0,Parallel std::sort
Sorting,250000.0,power/energy-ram/,380.18,5.608936309814453,48.0,Parallel std::sort
Sorting,250000.0,power/energy-pkg/,1409.66,5.577033996582031,48.0,Parallel std::sort
Sorting,250000.0,power/energy-ram/,378.37,5.577033996582031,48.0,Parallel std::sort
