MEASUREMENT,DATASET_SIZE,PERF_METRIC,JOULES,RUNTIME_S,CORE_COUNT,SORT_VARIANT
Sorting,4000000.0,power/energy-pkg/,559.49,4.503461837768555,32.0,Parallel std::sort
Sorting,4000000.0,power/energy-pkg/,602.93,4.824345350265503,36.0,Parallel std::sort
Sorting,4000000.0,power/energy-pkg/,573.29,4.536276340484619,36.0,Parallel std::sort
Sorting,4000000.0,power/energy-pkg/,580.83,4.6568074226379395,36.0,Parallel std::sort
Sorting,4000000.0,power/energy-pkg/,568.16,4.505700588226318,36.0,Parallel std::sort
Sorting,4000000.0,power/energy-pkg/,560.00,4.422712802886963,36.0,Parallel std::sort
Sorting,4000000.0,power/energy-pkg/,557.98,4.478435277938843,40.0,Parallel std::sort
Sorting,4000000.0,power/energy-pkg/,589.22,4.754295587539673,40.0,Parallel std::sort
Sorting,4000000.0,power/energy-pkg/,564.12,4.494170904159546,40.0,Parallel std::sort
Sorting,4000000.0,power/energy-pkg/,563.19,4.504851818084717,40.0,Parallel std::sort
Sorting,4000000.0,power/energy-pkg/,556.64,4.500446319580078,40.0,Parallel std::sort
Sorting,4000000.0,power/energy-pkg/,570.65,4.578997611999512,44.0,Parallel std::sort
Sorting,4000000.0,power/energy-pkg/,541.58,4.366254806518555,44.0,Parallel std::sort
Sorting,4000000.0,power/energy-pkg/,593.10,4.706567764282227,44.0,Parallel std::sort
Sorting,4000000.0,power/energy-pkg/,567.54,4.516769170761108,44.0,Parallel std::sort
Sorting,4000000.0,power/energy-pkg/,571.64,4.514702558517456,44.0,Parallel std::sort
Sorting,4000000.0,power/energy-pkg/,540.00,4.415633201599121,48.0,Parallel std::sort
Sorting,4000000.0,power/energy-pkg/,591.59,4.680567979812622,48.0,Parallel std::sort
Sorting,4000000.0,power/energy-pkg/,554.27,4.566007614135742,48.0,Parallel std::sort
Sorting,4000000.0,power/energy-pkg/,552.78,4.511746406555176,48.0,Parallel std::sort
Sorting,4000000.0,power/energy-pkg/,572.18,4.583222389221191,48.0,Parallel std::sort
Sorting,4000000.0,power/energy-pkg/,536.59,4.462321519851685,52.0,Parallel std::sort
Sorting,4000000.0,power/energy-pkg/,539.89,4.353640079498291,52.0,Parallel std::sort
Sorting,4000000.0,power/energy-pkg/,562.79,4.65274453163147,52.0,Parallel std::sort
Sorting,4000000.0,power/energy-pkg/,535.56,4.336169242858887,52.0,Parallel std::sort
Sorting,4000000.0,power/energy-pkg/,523.20,4.328465938568115,52.0,Parallel std::sort
Sorting,4000000.0,power/energy-pkg/,548.70,4.458149671554565,56.0,Parallel std::sort
Sorting,4000000.0,power/energy-pkg/,518.20,4.277668714523315,56.0,Parallel std::sort
Sorting,4000000.0,power/energy-pkg/,519.37,4.351248502731323,56.0,Parallel std::sort
Sorting,4000000.0,power/energy-pkg/,529.58,4.3022990226745605,56.0,Parallel std::sort
Sorting,4000000.0,power/energy-pkg/,523.38,4.26045036315918,56.0,Parallel std::sort
Sorting,4000000.0,power/energy-pkg/,521.91,4.299623727798462,60.0,Parallel std::sort
Sorting,4000000.0,power/energy-pkg/,519.59,4.275145769119263,60.0,Parallel std::sort
Sorting,4000000.0,power/energy-pkg/,525.86,4.274752855300903,60.0,Parallel std::sort
Sorting,4000000.0,power/energy-pkg/,525.52,4.304599285125732,60.0,Parallel std::sort
Sorting,4000000.0,power/energy-pkg/,498.81,4.1510210037231445,60.0,Parallel std::sort
Sorting,4000000.0,power/energy-pkg/,497.61,4.175748348236084,64.0,Parallel std::sort
Sorting,4000000.0,power/energy-pkg/,499.82,4.140283107757568,64.0,Parallel std::sort
Sorting,4000000.0,power/energy-pkg/,522.48,4.353179931640625,64.0,Parallel std::sort
Sorting,4000000.0,power/energy-pkg/,501.64,4.19025182723999,64.0,Parallel std::sort
Sorting,4000000.0,power/energy-pkg/,523.00,4.316467046737671,64.0,Parallel std::sort
Sorting,4000000.0,power/energy-pkg/,492.35,4.170093536376953,68.0,Parallel std::sort
Sorting,4000000.0,power/energy-pkg/,510.71,4.273480415344238,68.0,Parallel std::sort
Sorting,4000000.0,power/energy-pkg/,512.54,4.27108097076416,68.0,Parallel std::sort
Sorting,4000000.0,power/energy-pkg/,516.61,4.27205491065979,68.0,Parallel std::sort
Sorting,4000000.0,power/energy-pkg/,486.60,4.098904371261597,68.0,Parallel std::sort
Sorting,4000000.0,power/energy-pkg/,515.91,4.337165832519531,72.0,Parallel std::sort
Sorting,4000000.0,power/energy-pkg/,494.90,4.158109426498413,72.0,Parallel std::sort
Sorting,4000000.0,power/energy-pkg/,525.65,4.363142490386963,72.0,Parallel std::sort
Sorting,4000000.0,power/energy-pkg/,465.01,3.9651358127593994,72.0,Parallel std::sort
Sorting,4000000.0,power/energy-pkg/,507.11,4.2285425662994385,72.0,Parallel std::sort
