MACHINE,NAME,VECTOR_SIZE,LOCALITY,OFFSET,RUNTIME_S
"nx06","No Prefetching",4000000000,-1,16,0.242649
"nx06","No Prefetching",4000000000,-1,16,0.242699
"nx06","No Prefetching",4000000000,-1,16,0.242645
"nx06","No Prefetching",4000000000,-1,16,0.242662
"nx06","No Prefetching",4000000000,-1,16,0.242578
"nx06","No Prefetching",4000000000,-1,16,0.243099
"nx06","No Prefetching",4000000000,-1,16,0.242901
"nx06","No Prefetching",4000000000,-1,16,0.242613
"nx06","No Prefetching",4000000000,-1,16,0.242903
"nx06","No Prefetching",4000000000,-1,16,0.242698
"nx06","No Prefetching",4000000000,-1,16,0.242686
"nx06","No Prefetching",4000000000,-1,16,0.24268
"nx06","No Prefetching",4000000000,-1,16,0.242856
"nx06","No Prefetching",4000000000,-1,16,0.24249
"nx06","No Prefetching",4000000000,-1,16,0.242696
"nx06","No Prefetching",4000000000,-1,16,0.242581
"nx06","No Prefetching",4000000000,-1,16,0.242735
"nx06","No Prefetching",4000000000,-1,16,0.242467
"nx06","No Prefetching",4000000000,-1,16,0.24256
"nx06","No Prefetching",4000000000,-1,16,0.242683
"nx06","No Prefetching",4000000000,-1,16,0.242704
"nx06","No Prefetching",4000000000,-1,16,0.242795
"nx06","No Prefetching",4000000000,-1,16,0.242726
"nx06","No Prefetching",4000000000,-1,16,0.251027
"nx06","No Prefetching",4000000000,-1,16,0.242503
"nx06","No Prefetching",4000000000,-1,16,0.242641
"nx06","No Prefetching",4000000000,-1,16,0.242872
"nx06","No Prefetching",4000000000,-1,16,0.24262
"nx06","No Prefetching",4000000000,-1,16,0.242721
"nx06","No Prefetching",4000000000,-1,16,0.242691
"nx06","No Prefetching",4000000000,-1,16,0.242579
"nx06","No Prefetching",4000000000,-1,16,0.228118
"nx06","No Prefetching",4000000000,-1,16,0.228318
"nx06","No Prefetching",4000000000,-1,16,0.22805
"nx06","No Prefetching",4000000000,-1,16,0.22808
"nx06","No Prefetching",4000000000,-1,16,0.228069
"nx06","No Prefetching",4000000000,-1,16,0.228383
"nx06","No Prefetching",4000000000,-1,16,0.228232
"nx06","No Prefetching",4000000000,-1,16,0.228222
"nx06","No Prefetching",4000000000,-1,16,0.228277
"nx06","No Prefetching",4000000000,-1,16,0.228265
"nx06","No Prefetching",4000000000,-1,16,0.228338
"nx06","No Prefetching",4000000000,-1,16,0.228371
"nx06","No Prefetching",4000000000,-1,16,0.228131
"nx06","No Prefetching",4000000000,-1,16,0.228417
"nx06","No Prefetching",4000000000,-1,16,0.228124
"nx06","No Prefetching",4000000000,-1,16,0.228331
"nx06","No Prefetching",4000000000,-1,16,0.228228
"nx06","No Prefetching",4000000000,-1,16,0.228439
"nx06","No Prefetching",4000000000,-1,32,0.242648
"nx06","No Prefetching",4000000000,-1,32,0.242597
"nx06","No Prefetching",4000000000,-1,32,0.242786
"nx06","No Prefetching",4000000000,-1,32,0.242697
"nx06","No Prefetching",4000000000,-1,32,0.242875
"nx06","No Prefetching",4000000000,-1,32,0.242717
"nx06","No Prefetching",4000000000,-1,32,0.242696
"nx06","No Prefetching",4000000000,-1,32,0.242715
"nx06","No Prefetching",4000000000,-1,32,0.242702
"nx06","No Prefetching",4000000000,-1,32,0.242787
"nx06","No Prefetching",4000000000,-1,32,0.242705
"nx06","No Prefetching",4000000000,-1,32,0.242774
"nx06","No Prefetching",4000000000,-1,32,0.242721
"nx06","No Prefetching",4000000000,-1,32,0.242759
"nx06","No Prefetching",4000000000,-1,32,0.242719
"nx06","No Prefetching",4000000000,-1,32,0.242698
"nx06","No Prefetching",4000000000,-1,32,0.242611
"nx06","No Prefetching",4000000000,-1,32,0.242705
"nx06","No Prefetching",4000000000,-1,32,0.242557
"nx06","No Prefetching",4000000000,-1,32,0.242935
"nx06","No Prefetching",4000000000,-1,32,0.242718
"nx06","No Prefetching",4000000000,-1,32,0.242511
"nx06","No Prefetching",4000000000,-1,32,0.242668
"nx06","No Prefetching",4000000000,-1,32,0.242793
"nx06","No Prefetching",4000000000,-1,32,0.255239
"nx06","No Prefetching",4000000000,-1,32,0.242864
"nx06","No Prefetching",4000000000,-1,32,0.242507
"nx06","No Prefetching",4000000000,-1,32,0.242812
"nx06","No Prefetching",4000000000,-1,32,0.24257
"nx06","No Prefetching",4000000000,-1,32,0.242892
"nx06","No Prefetching",4000000000,-1,32,0.242852
"nx06","No Prefetching",4000000000,-1,32,0.2426
"nx06","No Prefetching",4000000000,-1,32,0.228192
"nx06","No Prefetching",4000000000,-1,32,0.228247
"nx06","No Prefetching",4000000000,-1,32,0.228133
"nx06","No Prefetching",4000000000,-1,32,0.228075
"nx06","No Prefetching",4000000000,-1,32,0.228187
"nx06","No Prefetching",4000000000,-1,32,0.228176
"nx06","No Prefetching",4000000000,-1,32,0.228235
"nx06","No Prefetching",4000000000,-1,32,0.228348
"nx06","No Prefetching",4000000000,-1,32,0.228154
"nx06","No Prefetching",4000000000,-1,32,0.228234
"nx06","No Prefetching",4000000000,-1,32,0.228355
"nx06","No Prefetching",4000000000,-1,32,0.228226
"nx06","No Prefetching",4000000000,-1,32,0.228328
"nx06","No Prefetching",4000000000,-1,32,0.228258
"nx06","No Prefetching",4000000000,-1,32,0.228144
"nx06","No Prefetching",4000000000,-1,32,0.2284
"nx06","No Prefetching",4000000000,-1,32,0.228346
"nx06","No Prefetching",4000000000,-1,32,0.228603
"nx06","No Prefetching",4000000000,-1,64,0.24287
"nx06","No Prefetching",4000000000,-1,64,0.242598
"nx06","No Prefetching",4000000000,-1,64,0.24285
"nx06","No Prefetching",4000000000,-1,64,0.242546
"nx06","No Prefetching",4000000000,-1,64,0.242621
"nx06","No Prefetching",4000000000,-1,64,0.242756
"nx06","No Prefetching",4000000000,-1,64,0.242783
"nx06","No Prefetching",4000000000,-1,64,0.242938
"nx06","No Prefetching",4000000000,-1,64,0.242518
"nx06","No Prefetching",4000000000,-1,64,0.242798
"nx06","No Prefetching",4000000000,-1,64,0.242724
"nx06","No Prefetching",4000000000,-1,64,0.242752
"nx06","No Prefetching",4000000000,-1,64,0.242724
"nx06","No Prefetching",4000000000,-1,64,0.242638
"nx06","No Prefetching",4000000000,-1,64,0.242766
"nx06","No Prefetching",4000000000,-1,64,0.24256
"nx06","No Prefetching",4000000000,-1,64,0.24242
"nx06","No Prefetching",4000000000,-1,64,0.242594
"nx06","No Prefetching",4000000000,-1,64,0.242573
"nx06","No Prefetching",4000000000,-1,64,0.24277
"nx06","No Prefetching",4000000000,-1,64,0.242529
"nx06","No Prefetching",4000000000,-1,64,0.242771
"nx06","No Prefetching",4000000000,-1,64,0.242508
"nx06","No Prefetching",4000000000,-1,64,0.242758
"nx06","No Prefetching",4000000000,-1,64,0.24271
"nx06","No Prefetching",4000000000,-1,64,0.242719
"nx06","No Prefetching",4000000000,-1,64,0.242556
"nx06","No Prefetching",4000000000,-1,64,0.242775
"nx06","No Prefetching",4000000000,-1,64,0.242731
"nx06","No Prefetching",4000000000,-1,64,0.242862
"nx06","No Prefetching",4000000000,-1,64,0.242808
"nx06","No Prefetching",4000000000,-1,64,0.242555
"nx06","No Prefetching",4000000000,-1,64,0.228137
"nx06","No Prefetching",4000000000,-1,64,0.228276
"nx06","No Prefetching",4000000000,-1,64,0.228186
"nx06","No Prefetching",4000000000,-1,64,0.228033
"nx06","No Prefetching",4000000000,-1,64,0.22809
"nx06","No Prefetching",4000000000,-1,64,0.228164
"nx06","No Prefetching",4000000000,-1,64,0.228161
"nx06","No Prefetching",4000000000,-1,64,0.228317
"nx06","No Prefetching",4000000000,-1,64,0.228381
"nx06","No Prefetching",4000000000,-1,64,0.228301
"nx06","No Prefetching",4000000000,-1,64,0.228298
"nx06","No Prefetching",4000000000,-1,64,0.228127
"nx06","No Prefetching",4000000000,-1,64,0.228372
"nx06","No Prefetching",4000000000,-1,64,0.228372
"nx06","No Prefetching",4000000000,-1,64,0.228252
"nx06","No Prefetching",4000000000,-1,64,0.228373
"nx06","No Prefetching",4000000000,-1,64,0.228365
"nx06","No Prefetching",4000000000,-1,64,0.228338
"nx06","No Prefetching",4000000000,-1,128,0.242768
"nx06","No Prefetching",4000000000,-1,128,0.242537
"nx06","No Prefetching",4000000000,-1,128,0.242784
"nx06","No Prefetching",4000000000,-1,128,0.242671
"nx06","No Prefetching",4000000000,-1,128,0.242669
"nx06","No Prefetching",4000000000,-1,128,0.242656
"nx06","No Prefetching",4000000000,-1,128,0.242726
"nx06","No Prefetching",4000000000,-1,128,0.242791
"nx06","No Prefetching",4000000000,-1,128,0.242461
"nx06","No Prefetching",4000000000,-1,128,0.242843
"nx06","No Prefetching",4000000000,-1,128,0.242747
"nx06","No Prefetching",4000000000,-1,128,0.242726
"nx06","No Prefetching",4000000000,-1,128,0.242769
"nx06","No Prefetching",4000000000,-1,128,0.242577
"nx06","No Prefetching",4000000000,-1,128,0.242757
"nx06","No Prefetching",4000000000,-1,128,0.242558
"nx06","No Prefetching",4000000000,-1,128,0.242653
"nx06","No Prefetching",4000000000,-1,128,0.242648
"nx06","No Prefetching",4000000000,-1,128,0.242666
"nx06","No Prefetching",4000000000,-1,128,0.24279
"nx06","No Prefetching",4000000000,-1,128,0.2426
"nx06","No Prefetching",4000000000,-1,128,0.242705
"nx06","No Prefetching",4000000000,-1,128,0.242652
"nx06","No Prefetching",4000000000,-1,128,0.242857
"nx06","No Prefetching",4000000000,-1,128,0.242767
"nx06","No Prefetching",4000000000,-1,128,0.242722
"nx06","No Prefetching",4000000000,-1,128,0.242513
"nx06","No Prefetching",4000000000,-1,128,0.242693
"nx06","No Prefetching",4000000000,-1,128,0.242722
"nx06","No Prefetching",4000000000,-1,128,0.242633
"nx06","No Prefetching",4000000000,-1,128,0.242764
"nx06","No Prefetching",4000000000,-1,128,0.242568
"nx06","No Prefetching",4000000000,-1,128,0.228186
"nx06","No Prefetching",4000000000,-1,128,0.22837
"nx06","No Prefetching",4000000000,-1,128,0.228131
"nx06","No Prefetching",4000000000,-1,128,0.228053
"nx06","No Prefetching",4000000000,-1,128,0.228253
"nx06","No Prefetching",4000000000,-1,128,0.228264
"nx06","No Prefetching",4000000000,-1,128,0.228072
"nx06","No Prefetching",4000000000,-1,128,0.22829
"nx06","No Prefetching",4000000000,-1,128,0.228176
"nx06","No Prefetching",4000000000,-1,128,0.228265
"nx06","No Prefetching",4000000000,-1,128,0.228276
"nx06","No Prefetching",4000000000,-1,128,0.228576
"nx06","No Prefetching",4000000000,-1,128,0.22822
"nx06","No Prefetching",4000000000,-1,128,0.228328
"nx06","No Prefetching",4000000000,-1,128,0.228349
"nx06","No Prefetching",4000000000,-1,128,0.228377
"nx06","No Prefetching",4000000000,-1,128,0.228305
"nx06","No Prefetching",4000000000,-1,128,0.228368
"nx06","No Prefetching",4000000000,-1,256,0.242801
"nx06","No Prefetching",4000000000,-1,256,0.242705
"nx06","No Prefetching",4000000000,-1,256,0.242905
"nx06","No Prefetching",4000000000,-1,256,0.242717
"nx06","No Prefetching",4000000000,-1,256,0.242606
"nx06","No Prefetching",4000000000,-1,256,0.242736
"nx06","No Prefetching",4000000000,-1,256,0.242701
"nx06","No Prefetching",4000000000,-1,256,0.242783
"nx06","No Prefetching",4000000000,-1,256,0.242437
"nx06","No Prefetching",4000000000,-1,256,0.242756
"nx06","No Prefetching",4000000000,-1,256,0.242705
"nx06","No Prefetching",4000000000,-1,256,0.242689
"nx06","No Prefetching",4000000000,-1,256,0.263059
"nx06","No Prefetching",4000000000,-1,256,0.242731
"nx06","No Prefetching",4000000000,-1,256,0.242636
"nx06","No Prefetching",4000000000,-1,256,0.242635
"nx06","No Prefetching",4000000000,-1,256,0.242637
"nx06","No Prefetching",4000000000,-1,256,0.2426
"nx06","No Prefetching",4000000000,-1,256,0.242471
"nx06","No Prefetching",4000000000,-1,256,0.242684
"nx06","No Prefetching",4000000000,-1,256,0.242838
"nx06","No Prefetching",4000000000,-1,256,0.242706
"nx06","No Prefetching",4000000000,-1,256,0.242754
"nx06","No Prefetching",4000000000,-1,256,0.242736
"nx06","No Prefetching",4000000000,-1,256,0.242826
"nx06","No Prefetching",4000000000,-1,256,0.242769
"nx06","No Prefetching",4000000000,-1,256,0.242633
"nx06","No Prefetching",4000000000,-1,256,0.242815
"nx06","No Prefetching",4000000000,-1,256,0.242508
"nx06","No Prefetching",4000000000,-1,256,0.242931
"nx06","No Prefetching",4000000000,-1,256,0.242662
"nx06","No Prefetching",4000000000,-1,256,0.242704
"nx06","No Prefetching",4000000000,-1,256,0.228134
"nx06","No Prefetching",4000000000,-1,256,0.228358
"nx06","No Prefetching",4000000000,-1,256,0.228276
"nx06","No Prefetching",4000000000,-1,256,0.22821
"nx06","No Prefetching",4000000000,-1,256,0.228029
"nx06","No Prefetching",4000000000,-1,256,0.228166
"nx06","No Prefetching",4000000000,-1,256,0.228132
"nx06","No Prefetching",4000000000,-1,256,0.228248
"nx06","No Prefetching",4000000000,-1,256,0.22819
"nx06","No Prefetching",4000000000,-1,256,0.228085
"nx06","No Prefetching",4000000000,-1,256,0.228443
"nx06","No Prefetching",4000000000,-1,256,0.228297
"nx06","No Prefetching",4000000000,-1,256,0.228235
"nx06","No Prefetching",4000000000,-1,256,0.228227
"nx06","No Prefetching",4000000000,-1,256,0.228166
"nx06","No Prefetching",4000000000,-1,256,0.228293
"nx06","No Prefetching",4000000000,-1,256,0.228265
"nx06","No Prefetching",4000000000,-1,256,0.228248
"nx06","Prefetching",4000000000,0,1,0.255592
"nx06","Prefetching",4000000000,0,1,0.272297
"nx06","Prefetching",4000000000,0,1,0.255558
"nx06","Prefetching",4000000000,0,1,0.256508
"nx06","Prefetching",4000000000,0,1,0.255922
"nx06","Prefetching",4000000000,0,1,0.25613
"nx06","Prefetching",4000000000,0,1,0.255701
"nx06","Prefetching",4000000000,0,1,0.255405
"nx06","Prefetching",4000000000,0,1,0.255819
"nx06","Prefetching",4000000000,0,1,0.254994
"nx06","Prefetching",4000000000,0,1,0.256109
"nx06","Prefetching",4000000000,0,1,0.255369
"nx06","Prefetching",4000000000,0,1,0.25616
"nx06","Prefetching",4000000000,0,1,0.255764
"nx06","Prefetching",4000000000,0,1,0.254915
"nx06","Prefetching",4000000000,0,1,0.255808
"nx06","Prefetching",4000000000,0,1,0.255311
"nx06","Prefetching",4000000000,0,1,0.256253
"nx06","Prefetching",4000000000,0,1,0.255523
"nx06","Prefetching",4000000000,0,1,0.255864
"nx06","Prefetching",4000000000,0,1,0.255122
"nx06","Prefetching",4000000000,0,1,0.255344
"nx06","Prefetching",4000000000,0,1,0.256116
"nx06","Prefetching",4000000000,0,1,0.255301
"nx06","Prefetching",4000000000,0,1,0.255987
"nx06","Prefetching",4000000000,0,1,0.255379
"nx06","Prefetching",4000000000,0,1,0.255549
"nx06","Prefetching",4000000000,0,1,0.258273
"nx06","Prefetching",4000000000,0,1,0.255935
"nx06","Prefetching",4000000000,0,1,0.255838
"nx06","Prefetching",4000000000,0,1,0.255661
"nx06","Prefetching",4000000000,0,1,0.255904
"nx06","Prefetching",4000000000,0,1,0.242403
"nx06","Prefetching",4000000000,0,1,0.242274
"nx06","Prefetching",4000000000,0,1,0.242541
"nx06","Prefetching",4000000000,0,1,0.242257
"nx06","Prefetching",4000000000,0,1,0.242089
"nx06","Prefetching",4000000000,0,1,0.241464
"nx06","Prefetching",4000000000,0,1,0.24206
"nx06","Prefetching",4000000000,0,1,0.242744
"nx06","Prefetching",4000000000,0,1,0.241898
"nx06","Prefetching",4000000000,0,1,0.241815
"nx06","Prefetching",4000000000,0,1,0.242216
"nx06","Prefetching",4000000000,0,1,0.241817
"nx06","Prefetching",4000000000,0,1,0.242302
"nx06","Prefetching",4000000000,0,1,0.24211
"nx06","Prefetching",4000000000,0,1,0.241933
"nx06","Prefetching",4000000000,0,1,0.242527
"nx06","Prefetching",4000000000,0,1,0.242239
"nx06","Prefetching",4000000000,0,1,0.242818
"nx06","Prefetching",4000000000,0,2,0.252125
"nx06","Prefetching",4000000000,0,2,0.284766
"nx06","Prefetching",4000000000,0,2,0.25146
"nx06","Prefetching",4000000000,0,2,0.252032
"nx06","Prefetching",4000000000,0,2,0.251672
"nx06","Prefetching",4000000000,0,2,0.251469
"nx06","Prefetching",4000000000,0,2,0.251663
"nx06","Prefetching",4000000000,0,2,0.251818
"nx06","Prefetching",4000000000,0,2,0.251676
"nx06","Prefetching",4000000000,0,2,0.251513
"nx06","Prefetching",4000000000,0,2,0.251973
"nx06","Prefetching",4000000000,0,2,0.251542
"nx06","Prefetching",4000000000,0,2,0.251291
"nx06","Prefetching",4000000000,0,2,0.251667
"nx06","Prefetching",4000000000,0,2,0.251573
"nx06","Prefetching",4000000000,0,2,0.251354
"nx06","Prefetching",4000000000,0,2,0.25144
"nx06","Prefetching",4000000000,0,2,0.251713
