MACHINE,RUN_ID,ELEMENT_COUNT,SIZE_IN_BYTES,RUNTIME_NS
"cx06",0,128,1024,131280283
"cx06",0,256,2048,129063222
"cx06",0,512,4096,128736804
"cx06",0,1024,8192,128800280
"cx06",0,2048,16384,128887805
"cx06",0,4096,32768,131750759
"cx06",0,8192,65536,203955616
"cx06",0,16384,131072,311322868
"cx06",0,32768,262144,334525157
"cx06",0,65536,524288,462406419
"cx06",0,131072,1048576,627459040
"cx06",0,262144,2097152,1387406998
"cx06",0,524288,4194304,1640746704
"cx06",0,1048576,8388608,2045822796
"cx06",0,2097152,16777216,4093608610
"cx06",0,4194304,33554432,6426981030
"cx06",0,8388608,67108864,7632977399
"cx06",0,16777216,134217728,8109078962
"cx06",0,33554432,268435456,8953071103
"cx06",0,67108864,536870912,9538657411
"cx06",0,134217728,1073741824,10154975699
"cx06",0,268435456,2147483648,10448054417
"cx06",0,536870912,4294967296,11075257639
"cx06",0,1073741824,8589934592,13457461467
"cx06",0,2147483648,17179869184,15373720417
"cx06",1,128,1024,128683145
"cx06",1,256,2048,128578661
"cx06",1,512,4096,128569240
"cx06",1,1024,8192,128657124
"cx06",1,2048,16384,128571322
"cx06",1,4096,32768,129556053
"cx06",1,8192,65536,250923871
"cx06",1,16384,131072,306064823
"cx06",1,32768,262144,335803424
"cx06",1,65536,524288,463565812
"cx06",1,131072,1048576,717188670
"cx06",1,262144,2097152,1385610047
"cx06",1,524288,4194304,1757149680
"cx06",1,1048576,8388608,2112936348
"cx06",1,2097152,16777216,2894365466
"cx06",1,4194304,33554432,6457212505
"cx06",1,8388608,67108864,7634910681
"cx06",1,16777216,134217728,8393013516
"cx06",1,33554432,268435456,9053636740
"cx06",1,67108864,536870912,6632662658
"cx06",1,134217728,1073741824,10159053520
"cx06",1,268435456,2147483648,10453803558
"cx06",1,536870912,4294967296,10780740236
"cx06",1,1073741824,8589934592,12999536230
"cx06",1,2147483648,17179869184,14820871534
"cx06",2,128,1024,128597272
"cx06",2,256,2048,128695134
"cx06",2,512,4096,128651926
"cx06",2,1024,8192,128799706
"cx06",2,2048,16384,128657707
"cx06",2,4096,32768,129987347
"cx06",2,8192,65536,258119805
"cx06",2,16384,131072,308192143
"cx06",2,32768,262144,338657881
"cx06",2,65536,524288,463667087
"cx06",2,131072,1048576,704834268
"cx06",2,262144,2097152,1339670958
"cx06",2,524288,4194304,1696650537
"cx06",2,1048576,8388608,2043054037
"cx06",2,2097152,16777216,2338300672
"cx06",2,4194304,33554432,6246624795
"cx06",2,8388608,67108864,7246745199
"cx06",2,16777216,134217728,8072588087
"cx06",2,33554432,268435456,8626825846
"cx06",2,67108864,536870912,9366181132
"cx06",2,134217728,1073741824,9800767168
"cx06",2,268435456,2147483648,10066055261
"cx06",2,536870912,4294967296,10897977706
"cx06",2,1073741824,8589934592,13094111597
"cx06",2,2147483648,17179869184,14851971302
"cx06",3,128,1024,128717645
"cx06",3,256,2048,128739042
"cx06",3,512,4096,128654802
"cx06",3,1024,8192,128597688
"cx06",3,2048,16384,128761806
"cx06",3,4096,32768,132571410
"cx06",3,8192,65536,253693916
"cx06",3,16384,131072,307955411
"cx06",3,32768,262144,336575796
"cx06",3,65536,524288,463573028
"cx06",3,131072,1048576,686673935
"cx06",3,262144,2097152,1327745603
"cx06",3,524288,4194304,1699285892
"cx06",3,1048576,8388608,2041952563
"cx06",3,2097152,16777216,2163480730
"cx06",3,4194304,33554432,5229927011
"cx06",3,8388608,67108864,7355089723
"cx06",3,16777216,134217728,7575766891
"cx06",3,33554432,268435456,8715434135
"cx06",3,67108864,536870912,9369121034
"cx06",3,134217728,1073741824,9793795753
"cx06",3,268435456,2147483648,10088979381
"cx06",3,536870912,4294967296,10762772378
"cx06",3,1073741824,8589934592,13056611359
"cx06",3,2147483648,17179869184,14834399392
"cx06",4,128,1024,128565713
"cx06",4,256,2048,128741994
"cx06",4,512,4096,128672963
"cx06",4,1024,8192,128669717
"cx06",4,2048,16384,128630791
"cx06",4,4096,32768,132014907
"cx06",4,8192,65536,252906683
"cx06",4,16384,131072,307853366
"cx06",4,32768,262144,336699545
"cx06",4,65536,524288,463304828
"cx06",4,131072,1048576,688114895
"cx06",4,262144,2097152,1343310747
"cx06",4,524288,4194304,1697015592
"cx06",4,1048576,8388608,2048468171
"cx06",4,2097152,16777216,3500456729
"cx06",4,4194304,33554432,6220956371
"cx06",4,8388608,67108864,7359939796
"cx06",4,16777216,134217728,8072333781
"cx06",4,33554432,268435456,8748937008
"cx06",4,67108864,536870912,9366577467
"cx06",4,134217728,1073741824,9796954401
"cx06",4,268435456,2147483648,10068061196
"cx06",4,536870912,4294967296,10730293560
"cx06",4,1073741824,8589934592,12935944429
"cx06",4,2147483648,17179869184,14821370516
