MACHINE,RUN_ID,ELEMENT_COUNT,SIZE_IN_BYTES,RUNTIME_NS
"cx03",0,128,1024,131000197
"cx03",0,256,2048,128566580
"cx03",0,512,4096,128716893
"cx03",0,1024,8192,128665561
"cx03",0,2048,16384,128638159
"cx03",0,4096,32768,135809402
"cx03",0,8192,65536,252815104
"cx03",0,16384,131072,309636585
"cx03",0,32768,262144,334447425
"cx03",0,65536,524288,463901168
"cx03",0,131072,1048576,535653536
"cx03",0,262144,2097152,559604282
"cx03",0,524288,4194304,1646231570
"cx03",0,1048576,8388608,2008503184
"cx03",0,2097152,16777216,3421645525
"cx03",0,4194304,33554432,3058038677
"cx03",0,8388608,67108864,7442241697
"cx03",0,16777216,134217728,8185166338
"cx03",0,33554432,268435456,8830889706
"cx03",0,67108864,536870912,9445648644
"cx03",0,134217728,1073741824,9859915170
"cx03",0,268435456,2147483648,10112474943
"cx03",0,536870912,4294967296,10642994637
"cx03",0,1073741824,8589934592,13003291645
"cx03",0,2147483648,17179869184,14964266728
"cx03",1,128,1024,128708746
"cx03",1,256,2048,128660892
"cx03",1,512,4096,128663976
"cx03",1,1024,8192,128565550
"cx03",1,2048,16384,128634827
"cx03",1,4096,32768,129859210
"cx03",1,8192,65536,246192086
"cx03",1,16384,131072,308459707
"cx03",1,32768,262144,335426910
"cx03",1,65536,524288,464721217
"cx03",1,131072,1048576,686741667
"cx03",1,262144,2097152,1305292177
"cx03",1,524288,4194304,1647575655
"cx03",1,1048576,8388608,1921896063
"cx03",1,2097152,16777216,3907614350
"cx03",1,4194304,33554432,6283082391
"cx03",1,8388608,67108864,7421659814
"cx03",1,16777216,134217728,6918300889
"cx03",1,33554432,268435456,8871326759
"cx03",1,67108864,536870912,9459686716
"cx03",1,134217728,1073741824,9858732445
"cx03",1,268435456,2147483648,10106039507
"cx03",1,536870912,4294967296,10865437865
"cx03",1,1073741824,8589934592,12984157823
"cx03",1,2147483648,17179869184,15007597752
"cx03",2,128,1024,128664173
"cx03",2,256,2048,128651204
"cx03",2,512,4096,128666513
"cx03",2,1024,8192,128569012
"cx03",2,2048,16384,128662215
"cx03",2,4096,32768,130374653
"cx03",2,8192,65536,252162632
"cx03",2,16384,131072,308182114
"cx03",2,32768,262144,335332179
"cx03",2,65536,524288,463361869
"cx03",2,131072,1048576,698760685
"cx03",2,262144,2097152,1310804640
"cx03",2,524288,4194304,577898192
"cx03",2,1048576,8388608,1161940873
"cx03",2,2097152,16777216,3950820367
"cx03",2,4194304,33554432,6266222267
"cx03",2,8388608,67108864,7450934168
"cx03",2,16777216,134217728,8192842641
"cx03",2,33554432,268435456,8803068840
"cx03",2,67108864,536870912,9454485168
"cx03",2,134217728,1073741824,9861377760
"cx03",2,268435456,2147483648,10111309544
"cx03",2,536870912,4294967296,10858040704
"cx03",2,1073741824,8589934592,13167205013
"cx03",2,2147483648,17179869184,14978661270
"cx03",3,128,1024,128608077
"cx03",3,256,2048,128826357
"cx03",3,512,4096,128588502
"cx03",3,1024,8192,128697046
"cx03",3,2048,16384,128576919
"cx03",3,4096,32768,138762165
"cx03",3,8192,65536,253365300
"cx03",3,16384,131072,310174726
"cx03",3,32768,262144,337063269
"cx03",3,65536,524288,463419087
"cx03",3,131072,1048576,691713883
"cx03",3,262144,2097152,1310189133
"cx03",3,524288,4194304,1646568724
"cx03",3,1048576,8388608,2027562132
"cx03",3,2097152,16777216,3853548618
"cx03",3,4194304,33554432,2555643356
"cx03",3,8388608,67108864,7450858965
"cx03",3,16777216,134217728,7868728749
"cx03",3,33554432,268435456,8105951471
"cx03",3,67108864,536870912,9460908437
"cx03",3,134217728,1073741824,9867008317
"cx03",3,268435456,2147483648,10135114247
"cx03",3,536870912,4294967296,10893371604
"cx03",3,1073741824,8589934592,13022432600
"cx03",3,2147483648,17179869184,14858940796
"cx03",4,128,1024,130257698
"cx03",4,256,2048,128562519
"cx03",4,512,4096,128568493
"cx03",4,1024,8192,128659637
"cx03",4,2048,16384,128588730
"cx03",4,4096,32768,129618079
"cx03",4,8192,65536,254348159
"cx03",4,16384,131072,308668619
"cx03",4,32768,262144,335861102
"cx03",4,65536,524288,463895648
"cx03",4,131072,1048576,706591130
"cx03",4,262144,2097152,1338222502
"cx03",4,524288,4194304,1688059115
"cx03",4,1048576,8388608,2063810459
"cx03",4,2097152,16777216,4008373897
"cx03",4,4194304,33554432,6195363021
"cx03",4,8388608,67108864,7361098772
"cx03",4,16777216,134217728,8087654952
"cx03",4,33554432,268435456,8759649542
"cx03",4,67108864,536870912,9333199611
"cx03",4,134217728,1073741824,9813769421
"cx03",4,268435456,2147483648,10073797564
"cx03",4,536870912,4294967296,10913539812
"cx03",4,1073741824,8589934592,12937296931
"cx03",4,2147483648,17179869184,14868761856
