MACHINE,RUN_ID,ELEMENT_COUNT,SIZE_IN_BYTES,RUNTIME_NS
"nx04",0,128,1024,131570038
"nx04",0,256,2048,129010192
"nx04",0,512,4096,128760609
"nx04",0,1024,8192,129130671
"nx04",0,2048,16384,128587287
"nx04",0,4096,32768,132664750
"nx04",0,8192,65536,253366422
"nx04",0,16384,131072,308180187
"nx04",0,32768,262144,334802162
"nx04",0,65536,524288,463105215
"nx04",0,131072,1048576,736325428
"nx04",0,262144,2097152,1484744080
"nx04",0,524288,4194304,1898450286
"nx04",0,1048576,8388608,2190326915
"nx04",0,2097152,16777216,2571070439
"nx04",0,4194304,33554432,4672701655
"nx04",0,8388608,67108864,6028345584
"nx04",0,16777216,134217728,8429050112
"nx04",0,33554432,268435456,9743376179
"nx04",0,67108864,536870912,10649355796
"nx04",0,134217728,1073741824,11225043747
"nx04",0,268435456,2147483648,11535796709
"nx04",0,536870912,4294967296,11782752858
"nx04",0,1073741824,8589934592,12412539547
"nx04",0,2147483648,17179869184,14660989331
"nx04",1,128,1024,128759508
"nx04",1,256,2048,128602207
"nx04",1,512,4096,128588611
"nx04",1,1024,8192,128586368
"nx04",1,2048,16384,128893971
"nx04",1,4096,32768,129540694
"nx04",1,8192,65536,254323834
"nx04",1,16384,131072,307525032
"nx04",1,32768,262144,335812508
"nx04",1,65536,524288,490294383
"nx04",1,131072,1048576,708482263
"nx04",1,262144,2097152,1472306144
"nx04",1,524288,4194304,1894664438
"nx04",1,1048576,8388608,2192627599
"nx04",1,2097152,16777216,2587554387
"nx04",1,4194304,33554432,4488819812
"nx04",1,8388608,67108864,7305738499
"nx04",1,16777216,134217728,8112888478
"nx04",1,33554432,268435456,9772012526
"nx04",1,67108864,536870912,10641177365
"nx04",1,134217728,1073741824,11202459786
"nx04",1,268435456,2147483648,11532022314
"nx04",1,536870912,4294967296,11786909521
"nx04",1,1073741824,8589934592,12431548762
"nx04",1,2147483648,17179869184,14849886496
"nx04",2,128,1024,128610190
"nx04",2,256,2048,128607541
"nx04",2,512,4096,128623061
"nx04",2,1024,8192,128707339
"nx04",2,2048,16384,128590005
"nx04",2,4096,32768,130119550
"nx04",2,8192,65536,128675660
"nx04",2,16384,131072,309072493
"nx04",2,32768,262144,335951813
"nx04",2,65536,524288,493036612
"nx04",2,131072,1048576,711932704
"nx04",2,262144,2097152,1483221133
"nx04",2,524288,4194304,1571403544
"nx04",2,1048576,8388608,2188577451
"nx04",2,2097152,16777216,2571469057
"nx04",2,4194304,33554432,4264493156
"nx04",2,8388608,67108864,7306693196
"nx04",2,16777216,134217728,8707871911
"nx04",2,33554432,268435456,9763309830
"nx04",2,67108864,536870912,10652303742
"nx04",2,134217728,1073741824,11225054620
"nx04",2,268435456,2147483648,11544338037
"nx04",2,536870912,4294967296,11796993570
"nx04",2,1073741824,8589934592,12627391673
"nx04",2,2147483648,17179869184,14722175167
"nx04",3,128,1024,128585983
"nx04",3,256,2048,128669055
"nx04",3,512,4096,128606978
"nx04",3,1024,8192,128929287
"nx04",3,2048,16384,128670692
"nx04",3,4096,32768,128590824
"nx04",3,8192,65536,252153055
"nx04",3,16384,131072,310664825
"nx04",3,32768,262144,335884465
"nx04",3,65536,524288,493535312
"nx04",3,131072,1048576,696399470
"nx04",3,262144,2097152,1484639731
"nx04",3,524288,4194304,1893507806
"nx04",3,1048576,8388608,2192023854
"nx04",3,2097152,16777216,2491090616
"nx04",3,4194304,33554432,4657460947
"nx04",3,8388608,67108864,7093241308
"nx04",3,16777216,134217728,8071829304
"nx04",3,33554432,268435456,9716097777
"nx04",3,67108864,536870912,10604570317
"nx04",3,134217728,1073741824,11241957050
"nx04",3,268435456,2147483648,11515363484
"nx04",3,536870912,4294967296,11764281568
"nx04",3,1073741824,8589934592,12582463048
"nx04",3,2147483648,17179869184,14685778268
"nx04",4,128,1024,129117962
"nx04",4,256,2048,128588788
"nx04",4,512,4096,128658111
"nx04",4,1024,8192,128659539
"nx04",4,2048,16384,128586342
"nx04",4,4096,32768,136871288
"nx04",4,8192,65536,255692093
"nx04",4,16384,131072,310740019
"nx04",4,32768,262144,336509852
"nx04",4,65536,524288,494553167
"nx04",4,131072,1048576,707409794
"nx04",4,262144,2097152,1482904026
"nx04",4,524288,4194304,1846718257
"nx04",4,1048576,8388608,2192766100
"nx04",4,2097152,16777216,2567646514
"nx04",4,4194304,33554432,4657983942
"nx04",4,8388608,67108864,2800446024
"nx04",4,16777216,134217728,8731979286
"nx04",4,33554432,268435456,9772211937
"nx04",4,67108864,536870912,10431382270
"nx04",4,134217728,1073741824,11180413041
"nx04",4,268435456,2147483648,11516464835
"nx04",4,536870912,4294967296,11738164859
"nx04",4,1073741824,8589934592,12585143117
"nx04",4,2147483648,17179869184,14669507383
