MACHINE,RUN_ID,ELEMENT_COUNT,SIZE_IN_BYTES,RUNTIME_NS
"cx17",0,128,1024,174470458
"cx17",0,256,2048,147619457
"cx17",0,512,4096,147526323
"cx17",0,1024,8192,147637932
"cx17",0,2048,16384,147605562
"cx17",0,4096,32768,148150032
"cx17",0,8192,65536,275457189
"cx17",0,16384,131072,332017197
"cx17",0,32768,262144,358153747
"cx17",0,65536,524288,551104522
"cx17",0,131072,1048576,955318805
"cx17",0,262144,2097152,1163660976
"cx17",0,524288,4194304,1268376426
"cx17",0,1048576,8388608,1334261819
"cx17",0,2097152,16777216,3098980981
"cx17",0,4194304,33554432,7959586111
"cx17",0,8388608,67108864,9905785231
"cx17",0,16777216,134217728,11351267297
"cx17",0,33554432,268435456,12196173911
"cx17",0,67108864,536870912,12782082314
"cx17",0,134217728,1073741824,13453062610
"cx17",0,268435456,2147483648,13785550169
"cx17",0,536870912,4294967296,16246842811
"cx17",0,1073741824,8589934592,19359266994
"cx17",0,2147483648,17179869184,22342053985
"cx17",0,4294967296,34359738368,23631352638
"cx17",0,8589934592,68719476736,24923454396
"cx17",1,128,1024,147633013
"cx17",1,256,2048,147508199
"cx17",1,512,4096,147487470
"cx17",1,1024,8192,147766874
"cx17",1,2048,16384,147524809
"cx17",1,4096,32768,148454874
"cx17",1,8192,65536,277565521
"cx17",1,16384,131072,332984190
"cx17",1,32768,262144,360623899
"cx17",1,65536,524288,613959563
"cx17",1,131072,1048576,947642053
"cx17",1,262144,2097152,1163283409
"cx17",1,524288,4194304,1271286713
"cx17",1,1048576,8388608,1334053158
"cx17",1,2097152,16777216,2923683262
"cx17",1,4194304,33554432,7447331615
"cx17",1,8388608,67108864,9904924209
"cx17",1,16777216,134217728,11355927666
"cx17",1,33554432,268435456,12198223435
"cx17",1,67108864,536870912,12752589061
"cx17",1,134217728,1073741824,13340489810
"cx17",1,268435456,2147483648,13879417083
"cx17",1,536870912,4294967296,16318305369
"cx17",1,1073741824,8589934592,20284202709
"cx17",1,2147483648,17179869184,22353151251
"cx17",1,4294967296,34359738368,23729978352
"cx17",1,8589934592,68719476736,24598461922
"cx17",2,128,1024,147592892
"cx17",2,256,2048,147525736
"cx17",2,512,4096,147582743
"cx17",2,1024,8192,147544892
"cx17",2,2048,16384,147482495
"cx17",2,4096,32768,149490575
"cx17",2,8192,65536,266280122
"cx17",2,16384,131072,197534747
"cx17",2,32768,262144,360734797
"cx17",2,65536,524288,611870239
"cx17",2,131072,1048576,951732395
"cx17",2,262144,2097152,1161773320
"cx17",2,524288,4194304,1273411451
"cx17",2,1048576,8388608,1334150407
"cx17",2,2097152,16777216,2928754249
"cx17",2,4194304,33554432,7493394501
"cx17",2,8388608,67108864,9882633362
"cx17",2,16777216,134217728,11323225418
"cx17",2,33554432,268435456,12160553123
"cx17",2,67108864,536870912,12766953403
"cx17",2,134217728,1073741824,13425075521
"cx17",2,268435456,2147483648,13741963205
"cx17",2,536870912,4294967296,16309972513
"cx17",2,1073741824,8589934592,19791558676
"cx17",2,2147483648,17179869184,22340131916
"cx17",2,4294967296,34359738368,23484556721
"cx17",2,8589934592,68719476736,24572630414
"cx17",3,128,1024,147618657
"cx17",3,256,2048,147493633
"cx17",3,512,4096,147707192
"cx17",3,1024,8192,147502499
"cx17",3,2048,16384,147595033
"cx17",3,4096,32768,148796566
"cx17",3,8192,65536,277478215
"cx17",3,16384,131072,330862340
"cx17",3,32768,262144,362112330
"cx17",3,65536,524288,613692661
"cx17",3,131072,1048576,950746392
"cx17",3,262144,2097152,1165383713
"cx17",3,524288,4194304,1272261283
"cx17",3,1048576,8388608,1332102053
"cx17",3,2097152,16777216,2935677413
"cx17",3,4194304,33554432,7538931994
"cx17",3,8388608,67108864,9995392205
"cx17",3,16777216,134217728,11458614726
"cx17",3,33554432,268435456,12321138281
"cx17",3,67108864,536870912,12991916020
"cx17",3,134217728,1073741824,13704883538
"cx17",3,268435456,2147483648,14128253142
"cx17",3,536870912,4294967296,16553919934
"cx17",3,1073741824,8589934592,20115609341
"cx17",3,2147483648,17179869184,22409351513
"cx17",3,4294967296,34359738368,23583730412
"cx17",3,8589934592,68719476736,24613152610
"cx17",4,128,1024,147626891
"cx17",4,256,2048,147500533
"cx17",4,512,4096,147681943
"cx17",4,1024,8192,147745112
"cx17",4,2048,16384,147521924
"cx17",4,4096,32768,147966938
"cx17",4,8192,65536,279595275
"cx17",4,16384,131072,330752852
"cx17",4,32768,262144,359903963
"cx17",4,65536,524288,612611581
"cx17",4,131072,1048576,952160152
"cx17",4,262144,2097152,1177034128
"cx17",4,524288,4194304,1271769371
"cx17",4,1048576,8388608,1334631148
"cx17",4,2097152,16777216,2881061070
"cx17",4,4194304,33554432,7538335323
"cx17",4,8388608,67108864,9976224433
"cx17",4,16777216,134217728,11433439799
"cx17",4,33554432,268435456,12339931835
"cx17",4,67108864,536870912,12970797564
"cx17",4,134217728,1073741824,13642986094
"cx17",4,268435456,2147483648,14046231983
"cx17",4,536870912,4294967296,16710127907
"cx17",4,1073741824,8589934592,20223815627
"cx17",4,2147483648,17179869184,22657200560
"cx17",4,4294967296,34359738368,23618472882
"cx17",4,8589934592,68719476736,24612086415
