MACHINE,RUN_ID,ELEMENT_COUNT,SIZE_IN_BYTES,RUNTIME_NS
"cx08",0,128,1024,129858385
"cx08",0,256,2048,128810721
"cx08",0,512,4096,128698609
"cx08",0,1024,8192,128816752
"cx08",0,2048,16384,129518539
"cx08",0,4096,32768,135520291
"cx08",0,8192,65536,260940185
"cx08",0,16384,131072,308714938
"cx08",0,32768,262144,335514544
"cx08",0,65536,524288,463447660
"cx08",0,131072,1048576,754537130
"cx08",0,262144,2097152,1378926309
"cx08",0,524288,4194304,1759552741
"cx08",0,1048576,8388608,2031512181
"cx08",0,2097152,16777216,4068860574
"cx08",0,4194304,33554432,6441504583
"cx08",0,8388608,67108864,7634566060
"cx08",0,16777216,134217728,8305210769
"cx08",0,33554432,268435456,3650116346
"cx08",0,67108864,536870912,9724144099
"cx08",0,134217728,1073741824,10147990611
"cx08",0,268435456,2147483648,10424311395
"cx08",0,536870912,4294967296,10939936218
"cx08",0,1073741824,8589934592,13334810695
"cx08",0,2147483648,17179869184,15298915479
"cx08",1,128,1024,128653134
"cx08",1,256,2048,128813173
"cx08",1,512,4096,128735499
"cx08",1,1024,8192,128734629
"cx08",1,2048,16384,128692913
"cx08",1,4096,32768,133182645
"cx08",1,8192,65536,256992549
"cx08",1,16384,131072,308862927
"cx08",1,32768,262144,336608391
"cx08",1,65536,524288,464259888
"cx08",1,131072,1048576,691021348
"cx08",1,262144,2097152,1018588198
"cx08",1,524288,4194304,1742817353
"cx08",1,1048576,8388608,2150012818
"cx08",1,2097152,16777216,4079232840
"cx08",1,4194304,33554432,6327054920
"cx08",1,8388608,67108864,7631061271
"cx08",1,16777216,134217728,8372368217
"cx08",1,33554432,268435456,9045959850
"cx08",1,67108864,536870912,9598450768
"cx08",1,134217728,1073741824,10153077351
"cx08",1,268435456,2147483648,10425378941
"cx08",1,536870912,4294967296,10960092823
"cx08",1,1073741824,8589934592,13316652398
"cx08",1,2147483648,17179869184,15291747433
"cx08",2,128,1024,128736518
"cx08",2,256,2048,128726663
"cx08",2,512,4096,128822174
"cx08",2,1024,8192,128667198
"cx08",2,2048,16384,128795383
"cx08",2,4096,32768,128647036
"cx08",2,8192,65536,255664623
"cx08",2,16384,131072,307750991
"cx08",2,32768,262144,132385169
"cx08",2,65536,524288,465117880
"cx08",2,131072,1048576,703740693
"cx08",2,262144,2097152,1371881906
"cx08",2,524288,4194304,1758084467
"cx08",2,1048576,8388608,2037239008
"cx08",2,2097152,16777216,4106535233
"cx08",2,4194304,33554432,4467086847
"cx08",2,8388608,67108864,7627763903
"cx08",2,16777216,134217728,8381817575
"cx08",2,33554432,268435456,8447500608
"cx08",2,67108864,536870912,9600908973
"cx08",2,134217728,1073741824,10158122389
"cx08",2,268435456,2147483648,10425124848
"cx08",2,536870912,4294967296,11019087914
"cx08",2,1073741824,8589934592,13317184301
"cx08",2,2147483648,17179869184,15289434314
"cx08",3,128,1024,128607498
"cx08",3,256,2048,128687548
"cx08",3,512,4096,128570671
"cx08",3,1024,8192,128641946
"cx08",3,2048,16384,128898911
"cx08",3,4096,32768,130558885
"cx08",3,8192,65536,262121475
"cx08",3,16384,131072,308852562
"cx08",3,32768,262144,337737246
"cx08",3,65536,524288,465231003
"cx08",3,131072,1048576,683814033
"cx08",3,262144,2097152,836849655
"cx08",3,524288,4194304,1756901264
"cx08",3,1048576,8388608,2151466760
"cx08",3,2097152,16777216,4123362473
"cx08",3,4194304,33554432,6261275038
"cx08",3,8388608,67108864,7625680533
"cx08",3,16777216,134217728,8391569288
"cx08",3,33554432,268435456,9075906137
"cx08",3,67108864,536870912,9689863185
"cx08",3,134217728,1073741824,10157796404
"cx08",3,268435456,2147483648,10445789101
"cx08",3,536870912,4294967296,11213491851
"cx08",3,1073741824,8589934592,13313394228
"cx08",3,2147483648,17179869184,15268268666
"cx08",4,128,1024,128591623
"cx08",4,256,2048,128785409
"cx08",4,512,4096,128724177
"cx08",4,1024,8192,128658556
"cx08",4,2048,16384,128653418
"cx08",4,4096,32768,134222968
"cx08",4,8192,65536,259990333
"cx08",4,16384,131072,307780604
"cx08",4,32768,262144,337925541
"cx08",4,65536,524288,463274022
"cx08",4,131072,1048576,665484628
"cx08",4,262144,2097152,1234266736
"cx08",4,524288,4194304,1755461551
"cx08",4,1048576,8388608,2076308450
"cx08",4,2097152,16777216,3669351022
"cx08",4,4194304,33554432,6421587267
"cx08",4,8388608,67108864,7627245097
"cx08",4,16777216,134217728,8375207628
"cx08",4,33554432,268435456,9032619805
"cx08",4,67108864,536870912,9702565975
"cx08",4,134217728,1073741824,10148268371
"cx08",4,268435456,2147483648,10423998713
"cx08",4,536870912,4294967296,11136406260
"cx08",4,1073741824,8589934592,13299414103
"cx08",4,2147483648,17179869184,15264707589
